title_len,body_length,num_codeblocks,len_codeblocks,code/text,num_tags,good_score
103,761,0,0,0.0,4,True
57,1537,0,0,0.0,3,True
62,1341,3,15,0.0111856823266219,4,True
35,125,0,0,0.0,3,True
130,693,0,0,0.0,5,True
52,972,0,0,0.0,1,True
62,3790,0,0,0.0,2,True
122,1799,3,281,0.1561978877153974,4,True
125,1142,0,0,0.0,5,True
44,97,0,0,0.0,2,True
92,889,0,0,0.0,3,True
30,304,1,59,0.194078947368421,4,True
73,4078,0,0,0.0,3,False
53,482,0,0,0.0,2,True
40,634,0,0,0.0,2,False
87,615,1,45,0.073170731707317,5,True
50,1276,1,57,0.0446708463949843,5,True
45,314,0,0,0.0,2,True
70,3237,0,0,0.0,5,True
83,431,0,0,0.0,2,True
57,634,0,0,0.0,4,True
108,1697,7,119,0.070123747790218,1,True
73,449,0,0,0.0,2,True
75,173,0,0,0.0,2,True
105,783,3,38,0.0485312899106002,4,True
71,534,1,10,0.0187265917602996,1,True
49,1168,1,181,0.1549657534246575,5,True
50,1082,1,201,0.1857670979667282,1,True
74,1553,0,0,0.0,1,False
76,430,0,0,0.0,4,True
39,733,1,10,0.0136425648021828,3,True
77,1951,1,54,0.0276781137878011,4,True
63,794,0,0,0.0,3,True
31,702,0,0,0.0,4,True
36,518,4,35,0.0675675675675675,2,True
71,3578,4,108,0.0301844605925097,5,True
109,217,0,0,0.0,2,True
74,766,2,43,0.0561357702349869,3,True
38,722,1,131,0.1814404432132964,5,True
54,504,1,56,0.1111111111111111,2,True
124,157,4,24,0.1528662420382165,4,True
50,2270,0,0,0.0,2,True
73,300,0,0,0.0,2,True
64,113,0,0,0.0,3,True
152,511,1,131,0.2563600782778865,4,True
95,939,0,0,0.0,4,True
48,864,2,124,0.1435185185185185,3,True
50,1306,0,0,0.0,3,True
97,425,0,0,0.0,1,True
30,567,0,0,0.0,5,False
69,1308,13,120,0.091743119266055,5,True
66,579,0,0,0.0,2,True
62,172,0,0,0.0,3,True
34,281,2,21,0.0747330960854092,1,True
78,1242,6,145,0.1167471819645732,3,True
79,389,0,0,0.0,1,True
46,1458,1,4,0.0027434842249657,1,True
37,383,0,0,0.0,1,True
75,3397,2,304,0.0894907271121577,5,True
43,5129,6,53,0.0103333983232598,5,True
66,976,0,0,0.0,3,False
94,862,0,0,0.0,1,True
89,1260,8,199,0.1579365079365079,5,True
35,364,1,9,0.0247252747252747,2,True
77,322,1,142,0.4409937888198758,2,True
56,909,0,0,0.0,3,True
79,780,0,0,0.0,1,True
56,2039,1,54,0.026483570377636,3,True
109,197,0,0,0.0,3,True
72,482,2,33,0.0684647302904564,3,True
109,437,7,85,0.1945080091533181,4,True
50,6247,3,62,0.0099247638866656,3,True
45,690,2,42,0.0608695652173913,3,True
59,419,0,0,0.0,5,True
85,754,0,0,0.0,2,False
62,1325,0,0,0.0,3,True
51,2833,10,123,0.0434168725732439,2,True
41,835,0,0,0.0,4,True
51,447,0,0,0.0,4,False
80,3489,2,123,0.0352536543422184,5,True
133,779,0,0,0.0,4,False
55,453,2,20,0.0441501103752759,2,True
74,363,6,92,0.2534435261707989,2,False
59,1196,0,0,0.0,4,True
34,1497,1,17,0.0113560454241816,4,True
84,931,4,30,0.0322234156820623,5,True
56,1149,0,0,0.0,4,True
51,1319,1,64,0.048521607278241,5,True
55,3169,8,73,0.0230356579362574,1,True
50,310,0,0,0.0,4,True
109,1587,8,99,0.0623818525519848,2,True
44,2360,0,0,0.0,5,True
81,512,1,19,0.037109375,1,True
41,333,0,0,0.0,1,False
49,720,2,19,0.0263888888888888,2,True
44,519,0,0,0.0,4,True
62,2264,9,72,0.0318021201413427,5,True
80,791,0,0,0.0,3,True
78,246,1,5,0.0203252032520325,1,True
63,485,1,10,0.0206185567010309,4,True
39,1584,0,0,0.0,5,True
42,1640,0,0,0.0,4,True
57,1451,0,0,0.0,4,True
37,480,0,0,0.0,5,True
31,818,1,6,0.0073349633251833,5,True
32,417,0,0,0.0,3,True
47,303,0,0,0.0,5,False
55,261,0,0,0.0,1,True
56,541,0,0,0.0,4,True
58,3214,1,37,0.0115121344119477,3,True
26,478,3,69,0.1443514644351464,5,True
36,1960,2,276,0.1408163265306122,2,True
98,912,5,116,0.1271929824561403,2,False
60,1736,0,0,0.0,4,True
56,152,0,0,0.0,3,True
52,495,0,0,0.0,3,True
67,2984,0,0,0.0,4,True
50,1014,0,0,0.0,4,True
69,373,0,0,0.0,2,False
76,837,2,88,0.1051373954599761,4,False
71,503,0,0,0.0,5,False
63,300,2,33,0.11,1,True
72,711,1,10,0.0140646976090014,4,True
68,2999,11,154,0.05135045015005,4,True
126,517,0,0,0.0,2,False
111,503,0,0,0.0,3,True
67,221,0,0,0.0,1,True
47,651,8,132,0.2027649769585253,3,True
85,160,0,0,0.0,4,False
27,240,3,96,0.4,2,True
81,1214,0,0,0.0,4,True
75,790,8,119,0.150632911392405,4,False
46,601,0,0,0.0,5,True
29,1903,1,49,0.0257488176563321,3,True
74,1222,4,60,0.0490998363338788,4,True
94,591,3,9,0.015228426395939,4,True
87,352,0,0,0.0,3,True
49,942,0,0,0.0,4,True
54,588,4,175,0.2976190476190476,3,True
92,1899,0,0,0.0,2,True
72,2331,1,78,0.0334620334620334,5,True
44,1154,0,0,0.0,4,True
81,1419,0,0,0.0,2,True
50,1076,6,25,0.0232342007434944,3,True
31,163,0,0,0.0,1,True
43,1330,0,0,0.0,2,True
74,708,0,0,0.0,4,True
70,1615,0,0,0.0,3,True
59,253,0,0,0.0,3,True
48,584,0,0,0.0,3,True
56,1366,1,11,0.0080527086383601,3,True
30,199,0,0,0.0,5,False
73,766,2,98,0.1279373368146214,2,True
42,626,0,0,0.0,2,True
47,458,4,46,0.1004366812227074,5,True
58,2715,0,0,0.0,2,True
46,794,0,0,0.0,2,True
80,768,0,0,0.0,5,True
38,2375,10,260,0.1094736842105263,4,True
50,200,0,0,0.0,1,True
34,1351,0,0,0.0,3,True
41,1705,0,0,0.0,5,True
46,448,0,0,0.0,5,True
57,1713,0,0,0.0,4,True
50,1082,0,0,0.0,3,True
68,517,0,0,0.0,3,False
42,701,0,0,0.0,4,True
65,865,2,26,0.030057803468208,2,True
38,619,0,0,0.0,4,True
67,100,0,0,0.0,1,True
44,1082,10,62,0.0573012939001848,3,True
28,2630,11,245,0.0931558935361216,5,True
34,521,0,0,0.0,2,True
111,820,2,96,0.1170731707317073,4,True
53,467,0,0,0.0,4,True
42,362,0,0,0.0,3,True
28,307,0,0,0.0,4,True
42,712,0,0,0.0,3,True
78,3238,2,40,0.0123533045089561,2,True
40,1066,3,41,0.0384615384615384,4,True
41,944,3,19,0.0201271186440677,2,True
48,172,1,88,0.5116279069767442,2,True
55,1929,0,0,0.0,3,True
83,387,1,10,0.0258397932816537,4,True
54,1431,0,0,0.0,3,True
53,1262,2,20,0.0158478605388272,4,True
52,477,0,0,0.0,3,False
24,442,1,9,0.0203619909502262,5,True
32,508,9,189,0.3720472440944882,3,True
70,2322,0,0,0.0,5,True
44,1038,0,0,0.0,1,True
50,4912,0,0,0.0,1,True
40,187,0,0,0.0,1,True
61,1740,0,0,0.0,2,True
52,1306,1,74,0.0566615620214395,2,True
62,371,0,0,0.0,1,True
50,591,3,58,0.0981387478849407,3,True
63,3209,1,15,0.0046743533811156,5,True
52,1165,15,353,0.3030042918454935,5,True
49,1527,1,295,0.1931892599869024,5,True
28,740,3,11,0.0148648648648648,2,True
75,891,1,8,0.0089786756453423,5,True
103,219,0,0,0.0,2,True
99,2452,1,18,0.0073409461663947,4,True
55,946,0,0,0.0,2,True
53,366,0,0,0.0,3,True
42,643,0,0,0.0,2,True
83,3506,0,0,0.0,4,True
51,3077,3,147,0.0477738056548586,4,True
51,935,2,98,0.1048128342245989,4,True
33,195,0,0,0.0,2,True
53,1655,0,0,0.0,4,True
140,695,6,200,0.2877697841726618,5,True
59,1638,10,70,0.0427350427350427,1,True
18,1739,0,0,0.0,3,True
48,1950,0,0,0.0,1,True
37,1529,1,249,0.1628515369522563,3,True
57,879,2,27,0.030716723549488,3,True
65,1719,0,0,0.0,3,True
46,498,1,395,0.7931726907630522,3,True
45,240,0,0,0.0,1,True
26,339,0,0,0.0,1,True
157,617,3,71,0.1150729335494327,3,True
78,952,0,0,0.0,1,True
70,529,0,0,0.0,5,True
68,493,7,109,0.2210953346855984,3,True
53,345,1,56,0.1623188405797101,1,True
113,790,1,164,0.2075949367088607,3,True
28,667,0,0,0.0,4,True
58,269,7,113,0.4200743494423792,3,True
83,502,2,35,0.0697211155378486,2,True
94,1694,0,0,0.0,4,True
59,3984,2,18,0.0045180722891566,5,True
55,570,0,0,0.0,1,True
70,2888,0,0,0.0,4,True
71,1694,1,56,0.0330578512396694,4,True
64,2077,2,24,0.0115551275878671,5,True
69,201,0,0,0.0,5,True
50,6864,3,38,0.0055361305361305,4,True
76,543,0,0,0.0,4,True
49,1053,1,111,0.1054131054131054,3,True
31,414,2,83,0.2004830917874396,2,True
48,237,0,0,0.0,3,True
55,1315,3,58,0.0441064638783269,2,True
29,1752,4,41,0.0234018264840182,2,False
58,237,0,0,0.0,2,True
60,455,0,0,0.0,3,True
58,1789,2,113,0.0631637786472889,2,True
61,435,1,53,0.1218390804597701,3,True
105,3060,5,349,0.1140522875816993,3,True
55,919,0,0,0.0,3,False
66,2191,1,10,0.0045641259698767,3,True
57,193,0,0,0.0,2,True
85,7726,1,32,0.0041418586590732,3,True
44,1086,0,0,0.0,3,True
31,767,0,0,0.0,2,True
40,469,0,0,0.0,2,True
52,1260,4,247,0.196031746031746,4,True
71,166,3,113,0.6807228915662651,2,True
74,216,4,105,0.4861111111111111,3,True
22,1343,0,0,0.0,3,True
54,1996,10,79,0.0395791583166332,3,True
54,401,0,0,0.0,2,True
47,567,2,82,0.1446208112874779,2,True
41,1368,10,225,0.1644736842105263,1,True
58,1186,6,87,0.0733558178752108,5,True
55,6867,0,0,0.0,5,True
82,2040,0,0,0.0,5,True
54,1705,1,78,0.0457478005865102,5,True
44,2734,7,105,0.0384052670080468,2,True
57,1259,0,0,0.0,2,True
68,602,4,24,0.0398671096345514,3,False
50,845,4,138,0.1633136094674556,5,True
76,1920,1,98,0.0510416666666666,4,True
56,424,2,48,0.1132075471698113,3,True
76,741,4,136,0.1835357624831309,3,True
52,1818,0,0,0.0,3,True
30,568,2,419,0.7376760563380281,4,True
55,2041,0,0,0.0,5,True
45,338,0,0,0.0,4,True
45,1441,2,105,0.0728660652324774,2,True
25,864,1,12,0.0138888888888888,5,True
32,1917,0,0,0.0,3,True
86,5663,5,44,0.0077697333568779,3,True
87,1209,2,12,0.009925558312655,4,True
57,1802,2,39,0.0216426193118756,5,True
61,460,4,161,0.35,4,False
101,1854,1,32,0.0172599784250269,5,True
80,2288,5,29,0.0126748251748251,3,True
75,187,1,7,0.0374331550802139,1,False
52,1200,0,0,0.0,4,True
78,604,0,0,0.0,5,True
79,760,9,116,0.1526315789473684,5,True
75,411,5,28,0.0681265206812652,2,True
95,5060,7,223,0.0440711462450592,5,True
92,518,0,0,0.0,2,True
60,2245,0,0,0.0,2,True
41,579,13,478,0.8255613126079447,5,True
62,294,1,103,0.3503401360544217,3,False
55,632,1,17,0.0268987341772151,3,True
48,866,3,46,0.0531177829099307,2,True
77,589,0,0,0.0,5,True
39,327,0,0,0.0,4,True
96,1088,1,14,0.0128676470588235,2,True
63,399,0,0,0.0,2,False
35,640,2,21,0.0328125,2,True
32,270,2,10,0.037037037037037,4,True
89,942,2,85,0.0902335456475583,4,True
59,794,2,42,0.052896725440806,2,True
53,1902,0,0,0.0,5,True
132,433,0,0,0.0,4,True
105,2021,2,52,0.0257298367144977,4,True
63,914,2,35,0.0382932166301969,4,False
93,5156,4,326,0.0632273079906904,5,True
51,477,4,204,0.4276729559748428,2,True
81,2870,0,0,0.0,1,True
87,443,0,0,0.0,5,True
49,278,1,62,0.2230215827338129,3,True
109,187,0,0,0.0,4,True
91,909,1,115,0.1265126512651265,4,True
66,1169,0,0,0.0,3,True
45,412,0,0,0.0,5,True
29,198,2,33,0.1666666666666666,4,True
61,7238,1,96,0.0132633324122685,5,True
43,760,0,0,0.0,5,False
54,1549,10,447,0.288573273079406,4,True
32,821,0,0,0.0,3,True
62,1131,0,0,0.0,4,True
60,613,2,61,0.099510603588907,3,True
77,415,0,0,0.0,2,False
54,1417,13,285,0.2011291460832745,3,True
49,560,3,81,0.1446428571428571,4,True
34,1519,0,0,0.0,3,True
61,1022,0,0,0.0,3,True
33,501,1,49,0.0978043912175648,1,True
35,148,0,0,0.0,5,True
80,884,0,0,0.0,1,True
24,2233,3,29,0.0129870129870129,4,True
110,1133,0,0,0.0,4,True
59,983,2,36,0.0366225839267548,3,True
65,669,1,79,0.1180866965620328,4,True
76,312,2,116,0.3717948717948718,3,True
41,876,0,0,0.0,4,True
67,1639,0,0,0.0,5,True
80,1241,0,0,0.0,2,True
38,443,2,57,0.128668171557562,1,True
27,320,0,0,0.0,2,True
41,165,0,0,0.0,1,True
83,419,0,0,0.0,5,True
37,1374,2,24,0.0174672489082969,5,True
66,2618,1,86,0.0328495034377387,5,True
45,2033,1,34,0.0167240531234628,4,True
109,166,0,0,0.0,3,True
64,673,0,0,0.0,2,True
105,518,0,0,0.0,4,True
45,1625,0,0,0.0,4,True
68,275,0,0,0.0,5,True
122,548,1,37,0.0675182481751824,4,True
62,327,1,16,0.0489296636085626,3,True
65,322,0,0,0.0,2,True
114,1638,0,0,0.0,2,True
61,523,0,0,0.0,3,True
41,217,0,0,0.0,3,True
112,1311,0,0,0.0,2,True
69,1502,0,0,0.0,4,True
54,611,2,56,0.0916530278232405,5,True
70,500,0,0,0.0,2,True
62,1980,1,260,0.1313131313131313,5,True
28,464,0,0,0.0,2,False
43,317,0,0,0.0,4,True
62,1009,0,0,0.0,4,True
38,345,2,18,0.0521739130434782,1,True
94,2867,10,78,0.0272061388210673,4,True
35,729,0,0,0.0,3,True
32,1426,0,0,0.0,2,True
63,1383,0,0,0.0,5,True
58,2081,2,49,0.0235463719365689,4,True
46,376,8,114,0.3031914893617021,1,True
50,1158,4,29,0.0250431778929188,4,True
54,1532,0,0,0.0,4,True
56,729,0,0,0.0,3,True
46,2259,0,0,0.0,1,True
76,958,0,0,0.0,3,True
34,650,0,0,0.0,4,True
106,657,4,46,0.0700152207001522,4,True
68,3963,15,252,0.0635881907645723,5,True
57,718,0,0,0.0,4,True
53,313,0,0,0.0,4,True
49,4452,1,24,0.0053908355795148,3,True
40,234,0,0,0.0,2,True
61,200,0,0,0.0,2,True
108,6417,0,0,0.0,3,True
52,1293,0,0,0.0,2,True
75,876,2,56,0.0639269406392694,2,True
64,766,0,0,0.0,5,True
55,399,12,230,0.5764411027568922,3,True
95,1000,0,0,0.0,2,True
53,660,4,27,0.0409090909090909,4,True
43,1256,6,98,0.0780254777070063,3,True
66,1378,0,0,0.0,4,True
106,790,1,29,0.0367088607594936,3,True
47,1283,0,0,0.0,3,True
72,2329,0,0,0.0,5,True
39,673,4,44,0.0653789004457652,3,True
89,1768,6,66,0.0373303167420814,3,True
48,699,1,116,0.1659513590844063,4,True
94,804,0,0,0.0,2,True
78,2509,11,193,0.0769230769230769,5,True
49,119,0,0,0.0,1,True
51,276,0,0,0.0,2,True
75,687,6,49,0.0713245997088791,2,True
46,843,10,24,0.0284697508896797,4,True
54,5716,0,0,0.0,2,True
74,493,0,0,0.0,2,True
45,413,0,0,0.0,1,True
33,585,1,111,0.1897435897435897,5,True
70,900,1,144,0.16,3,True
89,1415,2,18,0.0127208480565371,5,True
58,405,0,0,0.0,3,True
61,379,0,0,0.0,2,True
51,3331,0,0,0.0,5,True
34,244,1,7,0.0286885245901639,4,True
55,3658,1,13,0.0035538545653362,2,False
54,2700,0,0,0.0,4,True
30,840,0,0,0.0,4,False
46,684,2,60,0.087719298245614,3,True
135,1554,0,0,0.0,5,True
59,1884,10,92,0.048832271762208,3,True
73,1279,1,16,0.0125097732603596,3,True
90,719,6,226,0.3143254520166898,2,True
59,159,0,0,0.0,3,True
120,366,2,31,0.0846994535519125,3,True
17,4922,1,64,0.0130028443722064,1,True
51,563,0,0,0.0,4,False
27,217,0,0,0.0,1,False
59,662,7,98,0.148036253776435,3,True
66,814,4,96,0.1179361179361179,5,True
44,686,0,0,0.0,4,True
44,126,1,8,0.0634920634920634,3,True
67,626,0,0,0.0,4,True
91,2641,0,0,0.0,4,True
54,603,6,97,0.1608623548922056,4,True
56,673,1,93,0.138187221396731,4,True
60,492,5,242,0.491869918699187,2,True
32,414,0,0,0.0,2,True
57,351,0,0,0.0,4,True
48,153,1,11,0.0718954248366013,4,True
89,8102,5,84,0.0103678104171809,5,True
47,1376,10,102,0.0741279069767441,4,True
39,510,1,4,0.0078431372549019,4,True
86,350,2,32,0.0914285714285714,4,True
38,460,0,0,0.0,5,True
83,1205,2,344,0.2854771784232365,4,True
50,2833,1,53,0.0187080833039181,2,True
59,4734,7,223,0.0471060414026193,5,True
51,1612,12,156,0.0967741935483871,4,True
40,644,8,130,0.201863354037267,1,False
41,1427,2,31,0.0217238962859145,2,True
133,2243,4,97,0.0432456531431119,5,True
58,565,1,5,0.0088495575221238,1,True
79,593,0,0,0.0,2,True
54,1482,0,0,0.0,4,True
55,356,1,19,0.0533707865168539,2,True
52,1038,0,0,0.0,3,True
40,563,8,114,0.2024866785079929,4,True
49,1324,0,0,0.0,5,True
61,2726,0,0,0.0,5,True
77,1668,6,85,0.0509592326139088,5,True
53,985,0,0,0.0,4,True
54,367,0,0,0.0,4,False
45,495,1,40,0.0808080808080808,4,True
49,1018,7,207,0.2033398821218074,4,True
67,2315,0,0,0.0,5,True
69,1043,0,0,0.0,5,True
80,1866,8,58,0.0310825294748124,2,True
85,3276,6,65,0.0198412698412698,5,True
33,1583,0,0,0.0,4,False
55,121,2,35,0.2892561983471074,1,True
86,418,0,0,0.0,2,True
140,3998,0,0,0.0,3,True
51,470,2,85,0.1808510638297872,3,True
78,489,0,0,0.0,2,False
62,1384,0,0,0.0,5,True
53,565,1,101,0.1787610619469026,4,True
37,966,0,0,0.0,3,True
84,4327,0,0,0.0,1,True
50,585,12,238,0.4068376068376068,5,True
29,523,0,0,0.0,3,False
76,3806,0,0,0.0,3,True
67,1396,5,74,0.0530085959885386,5,True
31,1447,0,0,0.0,5,True
44,2388,0,0,0.0,3,True
49,403,0,0,0.0,3,True
56,1210,0,0,0.0,4,True
44,1030,1,88,0.0854368932038835,4,True
20,1778,2,664,0.3734533183352081,3,False
118,3319,1,108,0.0325399216631515,4,True
60,483,1,22,0.0455486542443064,2,True
53,2812,0,0,0.0,4,True
53,564,3,109,0.1932624113475177,4,True
64,976,0,0,0.0,5,False
49,500,3,34,0.068,4,True
53,356,1,69,0.1938202247191011,2,True
50,748,5,164,0.2192513368983957,2,True
59,507,0,0,0.0,3,True
83,1523,5,302,0.1982928430728824,2,True
75,598,3,68,0.1137123745819397,3,True
39,333,1,26,0.078078078078078,3,True
66,739,0,0,0.0,3,True
62,653,1,3,0.004594180704441,4,True
105,791,0,0,0.0,4,True
30,111,0,0,0.0,2,True
60,2088,0,0,0.0,3,True
44,1101,4,65,0.0590372388737511,5,True
64,1534,5,64,0.0417209908735332,3,True
43,673,0,0,0.0,5,True
69,676,0,0,0.0,4,True
74,4601,0,0,0.0,3,False
51,2427,0,0,0.0,1,True
60,484,0,0,0.0,2,False
44,1534,11,165,0.1075619295958279,3,True
71,1542,2,34,0.0220492866407263,5,True
28,1517,2,194,0.1278839815425181,3,True
81,510,1,208,0.4078431372549019,1,False
51,1800,0,0,0.0,3,True
115,1989,1,268,0.1347410759175465,4,True
78,893,5,174,0.1948488241881299,2,True
64,400,0,0,0.0,4,True
53,771,1,40,0.0518806744487678,3,True
47,988,0,0,0.0,3,True
53,1104,0,0,0.0,4,True
42,2022,0,0,0.0,5,True
48,330,4,61,0.1848484848484848,2,True
61,412,4,100,0.2427184466019417,5,True
68,681,0,0,0.0,3,True
52,1220,1,12,0.0098360655737704,4,True
78,1142,0,0,0.0,3,True
34,3313,0,0,0.0,1,True
36,553,5,52,0.0940325497287522,5,True
49,195,0,0,0.0,4,True
59,775,5,32,0.0412903225806451,5,True
80,2137,6,55,0.0257370145063172,5,True
83,583,0,0,0.0,3,True
33,624,7,148,0.2371794871794871,2,True
73,565,0,0,0.0,3,True
32,888,3,34,0.0382882882882882,1,True
92,1325,1,78,0.0588679245283018,2,True
72,415,0,0,0.0,3,True
66,433,0,0,0.0,4,True
128,719,0,0,0.0,5,True
39,4585,0,0,0.0,4,True
70,1146,0,0,0.0,3,True
89,893,1,125,0.1399776035834266,2,True
82,688,3,35,0.0508720930232558,5,True
48,633,0,0,0.0,4,True
62,1587,0,0,0.0,4,True
48,634,1,5,0.0078864353312302,2,True
48,243,2,47,0.1934156378600823,3,True
50,2989,0,0,0.0,3,True
53,5662,17,239,0.0422112327799364,5,True
136,1797,2,84,0.0467445742904841,3,True
67,899,0,0,0.0,1,True
36,805,2,14,0.017391304347826,3,True
88,294,0,0,0.0,5,True
102,496,1,6,0.0120967741935483,3,True
58,1650,1,109,0.066060606060606,2,True
37,615,2,69,0.1121951219512195,2,True
30,243,2,21,0.0864197530864197,3,False
90,1670,0,0,0.0,3,True
99,2499,3,36,0.0144057623049219,2,True
79,1056,0,0,0.0,3,False
46,742,0,0,0.0,4,True
22,164,1,15,0.0914634146341463,1,True
22,385,1,24,0.0623376623376623,2,True
46,712,0,0,0.0,3,True
49,1585,0,0,0.0,4,True
57,258,0,0,0.0,2,False
38,1231,0,0,0.0,3,True
93,1282,0,0,0.0,4,True
41,327,0,0,0.0,2,True
50,2058,0,0,0.0,3,True
63,565,1,8,0.0141592920353982,4,True
27,1484,0,0,0.0,3,True
60,221,1,9,0.0407239819004524,3,True
94,587,1,24,0.0408858603066439,2,True
73,346,0,0,0.0,3,True
49,2484,0,0,0.0,3,True
51,2309,0,0,0.0,5,True
87,404,7,199,0.4925742574257425,2,False
42,403,0,0,0.0,1,True
53,1651,1,20,0.0121138703815869,2,True
26,390,4,27,0.0692307692307692,2,True
39,1403,1,7,0.0049893086243763,4,True
77,340,0,0,0.0,1,True
79,933,0,0,0.0,2,True
60,878,0,0,0.0,5,True
64,642,0,0,0.0,4,True
43,564,1,40,0.0709219858156028,4,True
46,3854,0,0,0.0,3,True
70,379,1,29,0.0765171503957783,3,True
45,606,4,16,0.0264026402640264,4,True
59,562,1,74,0.1316725978647686,4,True
96,2427,0,0,0.0,5,True
80,342,0,0,0.0,3,True
60,675,1,13,0.0192592592592592,4,True
52,193,0,0,0.0,1,True
55,455,0,0,0.0,5,True
55,394,3,12,0.0304568527918781,4,True
27,105,0,0,0.0,2,True
57,555,0,0,0.0,4,False
58,703,3,24,0.0341394025604551,3,True
79,2948,3,37,0.012550881953867,5,True
43,422,6,48,0.1137440758293838,2,True
53,568,2,32,0.056338028169014,5,True
50,412,2,22,0.0533980582524271,3,True
39,395,3,89,0.2253164556962025,3,True
47,919,7,62,0.0674646354733405,4,True
71,803,2,83,0.1033623910336239,5,True
76,65,0,0,0.0,4,True
102,1121,0,0,0.0,3,True
72,696,0,0,0.0,3,True
109,290,3,25,0.0862068965517241,2,True
57,1151,11,106,0.0920938314509122,5,True
34,1834,2,28,0.015267175572519,5,True
44,513,0,0,0.0,2,True
120,997,3,29,0.029087261785356,5,True
43,1999,1,62,0.0310155077538769,3,True
50,2980,1,8,0.0026845637583892,5,True
30,931,6,133,0.1428571428571428,1,True
58,3513,0,0,0.0,5,True
39,785,3,41,0.0522292993630573,4,True
50,2106,0,0,0.0,1,True
35,635,2,6,0.0094488188976377,5,True
91,1644,0,0,0.0,4,False
51,814,3,47,0.0577395577395577,2,True
49,506,3,28,0.0553359683794466,4,True
84,195,0,0,0.0,1,True
55,1189,4,18,0.0151387720773759,1,True
35,342,0,0,0.0,5,False
38,184,2,9,0.0489130434782608,1,False
94,2395,3,20,0.0083507306889352,4,True
21,476,0,0,0.0,2,True
39,766,3,41,0.0535248041775456,4,True
59,1218,11,176,0.1444991789819376,5,True
44,1796,2,12,0.0066815144766146,4,True
37,121,1,19,0.1570247933884297,3,True
68,228,0,0,0.0,1,False
43,1392,0,0,0.0,3,True
87,2148,0,0,0.0,4,True
49,2031,0,0,0.0,1,False
80,2835,2,56,0.019753086419753,4,True
37,1366,1,11,0.0080527086383601,4,True
57,825,0,0,0.0,4,True
33,507,0,0,0.0,2,True
75,633,0,0,0.0,5,True
81,5053,0,0,0.0,4,True
41,721,3,19,0.0263522884882108,3,True
95,226,3,27,0.1194690265486725,3,True
50,156,0,0,0.0,1,True
53,1196,3,36,0.0301003344481605,3,True
37,1298,3,85,0.0654853620955315,3,True
110,959,4,51,0.0531803962460896,4,True
74,789,0,0,0.0,4,True
63,698,9,71,0.1017191977077364,4,True
63,482,2,52,0.1078838174273859,5,True
72,1228,0,0,0.0,2,True
67,5184,0,0,0.0,4,True
47,330,0,0,0.0,3,True
24,1667,0,0,0.0,4,True
75,546,0,0,0.0,2,True
59,491,0,0,0.0,5,True
91,1532,0,0,0.0,2,True
24,303,0,0,0.0,4,True
93,4751,6,115,0.0242054304356977,3,True
39,535,0,0,0.0,3,True
45,3469,1,51,0.0147016431248198,5,True
35,640,2,50,0.078125,4,True
38,657,0,0,0.0,5,True
49,190,1,11,0.0578947368421052,4,True
106,769,0,0,0.0,5,True
61,655,0,0,0.0,3,False
65,360,0,0,0.0,4,True
65,4274,0,0,0.0,3,True
65,596,3,45,0.0755033557046979,2,True
75,480,2,24,0.05,2,True
78,1481,3,78,0.0526671168129642,3,True
72,492,1,18,0.0365853658536585,1,True
64,1196,2,169,0.1413043478260869,4,True
74,120,0,0,0.0,3,True
39,1960,1,25,0.0127551020408163,3,True
32,833,2,60,0.0720288115246098,5,True
72,1570,0,0,0.0,3,True
48,140,3,43,0.3071428571428571,2,True
24,715,1,63,0.0881118881118881,2,True
71,142,0,0,0.0,3,False
94,753,0,0,0.0,3,True
70,1901,5,99,0.0520778537611783,5,True
37,338,0,0,0.0,4,True
40,606,4,82,0.1353135313531353,5,True
72,723,0,0,0.0,2,True
66,702,1,18,0.0256410256410256,5,True
47,1987,0,0,0.0,4,True
60,914,0,0,0.0,3,True
57,997,1,36,0.0361083249749247,5,True
90,163,0,0,0.0,3,True
51,18251,0,0,0.0,3,True
55,589,3,188,0.3191850594227504,2,True
48,319,2,61,0.1912225705329153,2,True
44,629,0,0,0.0,4,False
77,582,2,73,0.1254295532646048,5,False
68,74,0,0,0.0,1,True
112,13483,3,175,0.0129793072758288,4,True
47,782,1,51,0.0652173913043478,2,True
88,1391,0,0,0.0,4,True
63,712,0,0,0.0,3,True
104,1086,9,117,0.1077348066298342,5,True
44,301,1,32,0.1063122923588039,1,True
60,900,2,48,0.0533333333333333,1,True
84,2383,0,0,0.0,4,True
36,627,0,0,0.0,3,False
59,8355,0,0,0.0,3,True
75,938,0,0,0.0,2,True
85,4068,0,0,0.0,5,True
59,322,2,21,0.0652173913043478,1,True
58,767,0,0,0.0,2,True
68,1320,3,78,0.059090909090909,5,True
51,2941,0,0,0.0,5,True
84,2020,1,114,0.0564356435643564,3,True
67,498,5,47,0.0943775100401606,1,True
70,1002,4,28,0.0279441117764471,2,True
69,2144,2,160,0.0746268656716417,4,True
27,1196,0,0,0.0,3,True
67,546,0,0,0.0,4,True
46,412,0,0,0.0,1,True
55,583,0,0,0.0,2,True
57,840,0,0,0.0,4,True
60,265,0,0,0.0,4,True
45,1460,0,0,0.0,3,True
57,821,2,164,0.1997563946406821,4,True
77,290,2,33,0.1137931034482758,2,True
70,585,2,513,0.8769230769230769,3,False
63,786,0,0,0.0,3,True
30,1680,3,176,0.1047619047619047,2,True
65,860,4,52,0.0604651162790697,3,False
